Date,SPX,VIX,DJIA,RUSSELL2K,Nasdaq,Oil,Gold,Silver,Yen,FTSE,NYSE Composite,SPX total Return,MSACSR,RSXFS,CORESTICKM159SFRBATL,UNRATE,LNU02026631,LNS13026638,NILFWJN,FRBATLWGT12MMUMHWGJST,LNS11300060,GS10,BAA10Y,DGS2,DGS5,AAA10Y,DGS30,DGS3MO,BAMLH0A0HYM2EY,BAMLH0A3HYCEY,BAMLH0A0HYM2,CSUSHPISA,NASDAQCOM,EMVOVERALLEMV,EMVMACROINTEREST,EMVMONETARYPOL,EMVMACROBUS,UMCSENT,MICH,USALOLITONOSTSAM,SAHMREALTIME,JHGDPBRINDX,FRBKCLMCILA,FRBKCLMCIM,DCOILWTICO,PPIACO,PPORKUSDM,WPU08,APU0000713111,APU0000703112,ICSA,CCSA,FEDFUNDS,CPIAUCSL,M2SL,PSAVERT,REAINTRATREARAT10Y,VIXCLS,DFF
4/1/2004,1,0.450000763,-132.1298828,-30.51000977,-74.06994629,1.620002747,-40.29998779,-1.857999802,6.160003662,104,-159.6401367,-25.91003418,0.4,-3257,0.1207002,-0.2,-43,-193,-126,0,-0.1,0.52,-0.176397516,0.493126294,0.602567288,-0.115797101,0.37805383,0.004616977,0.133333333,-0.111407867,-0.426501035,1.534,41.84416149,1.60279,1.94665,2.10937,-0.03887,-1.6,0.3,0.001754285,0,1.1035,0.08528,0.04421,0.008695652,1.7,-0.065019763,3.6,0.032,-0.107,6250,-45500,0,0.3,41.1,0.4,-0.11201525,-1.988819876,0.002387097
5/1/2004,1,-1.690000534,-37.12011719,8.480041504,66.58996582,2.5,7,0.02699995,-0.850006104,-59,45.30029297,22.29003906,-0.2,5300,-0.0198975,0,-24,-113,51,0,0.1,0.37,-0.079928571,0.462547619,0.46097619,-0.061333333,0.232880952,0.081404762,0.695238095,1.003333333,0.275714286,1.593,-91.23385714,-0.02524,1.08515,0.80555,0.05445,-4,0.1,-0.038080969,0,0,-0.03518,0.16859,3.525,2,13.58703349,3.9,-0.043,0.036,-12050,-25150,0,0.8,76.9,-0.1,0.52509575,2.006428571,0.000516129
6/1/2004,0,-1.159999847,247.0302734,23.23999023,61.05004883,-2.830001831,-1.399993896,-0.328999996,-0.649993896,33.39990234,118.2700195,32.02990723,0.1,-4119,0.1416246,0,81,-15,-93,-0.1,0.1,0.01,0.0185,0.229833333,0.078547619,-0.041047619,-0.034785714,0.248595238,-0.114935065,-0.475324675,-0.181861472,1.664,70.89052381,-1.84246,-1.31222,-0.52754,0.26092,5.4,0,-0.069441405,-0.03,0,0.12144,-0.01218,-2.249761905,0.4,-0.511102757,-3.2,0.094,-0.047,12800,-24850,0.03,0.7,2.4,0.6,0.06333095,-2.362272727,0.021150538
7/1/2004,1,0.979999542,-295.7705078,-40.2300415,-160.4300537,6.75,-1.600006104,0.774000168,2.489997864,-51,-199.840332,-55.56994629,0.6,3225,-0.115636,-0.1,-17,-75,13,0,0.1,-0.23,0.074285714,-0.124761905,-0.24047619,0.043809524,-0.16952381,0.06952381,-0.260592885,-0.141383399,-0.057351779,1.488,-88.5552381,2.71164,0.1188,0.06926,-0.35893,1.1,-0.3,-0.095302471,0,-0.1,0.04883,-0.09993,2.752857143,0.2,0.301428571,-1.9,-0.034,0.017,-6000,-33750,0.23,0.2,13.8,-0.7,-0.01277749,0.15965368,0.23788172
8/1/2004,1,-0.029999733,34.20996094,-3.359985352,-49.26000977,0,0,0,-2.190002441,46.19970703,51.0703125,6.569946289,-0.2,583,-0.0061232,-0.1,-26,-218,272,0,-0.3,-0.22,0.057532468,-0.13038961,-0.214025974,0.042056277,-0.160281385,0.145562771,-0.130316206,0.158656126,0.069624506,1.295,-90.8861039,-1.80406,-1.58656,-1.68248,0.35333,-0.8,-0.2,-0.10643069,-0.04,0,0.00129,-0.21752,4.12508658,0.6,-2.628268398,5.6,-0.005,0.035,-2250,-25500,0.17,0.1,26.3,0,-0.07799593,1.181709957,0.165806452
9/1/2004,1,-1.949999809,-93.65039063,25.01000977,58.73999023,5.840000153,27.70001221,0.365999699,0.910003662,111.5,116.0297852,17.65002441,-0.2,5198,-0.0175282,0,1,109,-3,0.1,0,-0.15,-0.038961039,0.017056277,-0.119307359,-0.033484848,-0.162099567,0.178246753,-0.304090909,-0.404090909,-0.207727273,1.546,63.19277056,-1.38502,-0.15087,-0.55003,-0.26008,-1.7,0,-0.093268622,0,0,-0.05516,-0.00401,1.032532468,-0.3,-1.153160173,0.4,-0.058,-0.009,-3500,-28750,0.18,0.6,34.7,-0.6,-0.37111105,-2.591233766,0.175645161
10/1/2004,1,2.930000305,-52.79980469,10.84997559,78.15002441,2.119998932,9.799987793,0.375999928,-4.319999695,53.40039063,122.4599609,25.17004395,-0.2,1976,-0.0029816,0.1,12,44,347,0,-0.1,-0.03,-0.034857143,0.059261905,-0.007738095,0.037666667,-0.039809524,0.113071429,-0.147272727,-0.091363636,-0.146363636,1.571,53.52142857,1.21595,-0.80598,0.37226,0.04516,-2.5,0.3,-0.063332792,0.07,-0.8,0.01023,0.05786,7.344761905,2.3,-2.184285714,-5.8,0.118,0.089,-3250,-84750,0.15,1,28,-0.2,0.20241466,0.880952381,0.155967742
11/1/2004,1,-3.030000687,400.5498047,49.9800415,121.8200684,-2.629997253,22.79998779,0.431000233,-2.86000061,79,313.0102539,67.67993164,0.4,1062,0.0639937,-0.1,-20,5,-164,0,0.1,0.09,-0.099,0.2675,0.1775,-0.0495,0.0035,0.313,-0.276818182,-0.726363636,-0.437727273,1.777,124.617619,-1.58779,0.97576,0.6018,-0.04,1.1,-0.3,-0.025604889,0,0,0.14966,-0.03967,-4.81147619,1.4,3.115914787,-4.8,-0.011,0.006,-5250,-43500,0.17,0.9,26.5,-0.5,-0.07941754,-1.396190476,0.171032258
12/1/2004,0,0.050000191,354.9902344,17.79998779,78.62988281,-5.680000305,-13.79998779,-0.915999889,-0.38999939,111.0996094,244.3398438,59.22009277,-0.2,3586,0.0126728,0,-12,-34,-164,0,-0.1,0.04,-0.086272727,0.159818182,0.073181818,-0.082863636,-0.036136364,0.115227273,-0.119090909,-0.597272727,-0.186363636,1.803,86.66181818,3.07886,-0.38519,-0.48001,0.09977,4.3,0.2,-0.011877454,0,0,-0.01592,-0.04794,-5.31947619,-1.2,-3.633057644,1.1,0.039,-0.076,-3500,-15500,0.23,0,18.5,2.8,0.30184786,-1.118073593,0.224129032
1/1/2005,1,-0.470000267,-293.0693359,-27.54998779,-113.0300293,4.75,-15.70001221,-0.070000172,1.089996338,38,-160.2299805,-43.86999512,0.3,-3067,0.0020044,-0.1,14,8,43,0,0.1,-0.01,-0.126727273,0.210681818,0.108818182,-0.102636364,-0.146363636,0.148272727,0.168354978,0.203333333,0.101103896,1.958,-77.66031818,0.34048,1.5246,0.88897,-0.04796,-1.6,-0.1,-0.030559932,-0.1,1.3,-0.06899,-0.08469,3.68747619,0.7,-0.094547619,1.6,-0.089,0.051,18150,4800,0.12,-0.1,6.2,-3.5,-0.13026072,0.978454545,0.123225806
2/1/2005,0,-0.739999771,276.2900391,10.03997803,-10.68994141,3.549999237,14.70001221,0.622000217,0.930000305,116.2001953,231.3999023,36.94995117,-0.1,3861,-0.0296454,0.1,-10,-114,-24,0,0.1,-0.05,-0.145473684,0.162236842,0.059315789,-0.101789474,-0.206052632,0.208473684,-0.140809524,-0.048833333,-0.152785714,2.056,-6.135710526,-3.35761,-2.58369,-1.88259,-0.15067,-1.4,0,-0.055384108,0.1,0,0.14222,0.08231,1.311947368,0.7,-2.855552632,3.6,-0.037,0.038,-31650,-37300,0.22,0.8,8.3,-0.4,0.03388322,-1.729052632,0.222430876
3/1/2005,0,1.940000534,-262.4707031,-18.98999023,-52.48999023,3.650001526,-7.799987793,-0.168000221,2.61000061,-74.10009766,-153.7001953,-31.73999023,-0.2,751,-0.0400923,-0.2,-24,-64,50,0,-0.2,0.33,-0.087344498,0.34208134,0.399138756,-0.130119617,0.215598086,0.216435407,0.298818182,0.324136364,-0.0765,2.468,-35.30215311,0.57925,0.95445,1.07467,0.17791,-1.5,0.3,-0.070067248,-0.07,0,-0.05895,-0.07939,6.037870813,2.1,0.152416268,0.4,0.011,-0.011,20250,-27000,0.13,0.7,9.1,0.2,0.16618199,1.417416268,0.127246544
4/1/2005,1,1.289999962,-311.25,-35.69000244,-77.57995605,-5.680000305,6.299987793,-0.289000034,-2.519996643,-92.69970703,-159.2099609,-33.40002441,0.2,2452,-0.0064303,0,51,-63,96,0,0.1,-0.16,0.14491342,-0.073008658,-0.166883117,0.082099567,-0.124545455,0.040757576,0.641363636,1.257727273,0.806363636,1.689,-72.94077922,4.29556,1.90967,2.34244,0.22275,-4.9,0.1,-0.052111661,0.07,0.1,0.05878,0.1155,-1.207770563,1.3,-0.384863636,-0.3,0.072,0.091,-8800,-55100,0.16,0.6,14,-0.4,0.04118573,1.332683983,0.155967742
5/1/2005,0,-2.020000458,274.9707031,37.33001709,146.5699463,0,0,0,3.779998779,162.2998047,126.0102539,54.9699707,-0.1,-1984,0.1182329,-0.1,11,-86,-343,0.1,0.2,-0.2,0.153809524,-0.01,-0.145714286,0.021904762,-0.16,0.065238095,0.286363636,0.927727273,0.446363636,1.85,47.72428571,-2.32672,0.16308,-0.70738,-0.05043,-0.8,-0.1,-0.011183725,-0.1,0,0.08751,-0.27469,-3.145238095,-0.7,5.926833333,-3.1,-0.078,0.054,3800,-18150,0.21,-0.1,17.4,0.5,-0.23066116,-0.491428571,0.217580645
6/1/2005,1,-1.25,-192.5107422,22.94995117,-11.26000977,6.779998779,0.899993896,0.125999928,2.459999084,149.2001953,83.44970703,2.530029297,0.1,9213,-0.1586,-0.1,68,0,451,0.1,-0.3,-0.14,-0.001904762,-0.003354978,-0.080584416,-0.046277056,-0.210454545,0.134458874,-0.434090909,-0.939545455,-0.325,1.839,68.80012987,0.18515,-0.44256,-0.82639,-0.095,9.1,0,0.027699251,0.03,0,-0.07967,0.02113,6.518463203,0,-7.598095238,2.4,-0.031,-0.025,-1250,13750,0.04,0.1,32.5,-0.6,-0.12297757,-2.098982684,0.033086022
7/1/2005,0,-0.470000267,365.9404297,40.09002686,127.8701172,4.069999695,-6,0.210000038,1.839996338,169.0996094,258.8803711,66.38000488,-0.1,2531,0.1017242,0,-51,5,-275,0,0.2,0.18,-0.085,0.230545455,0.206727273,-0.082318182,0.098454545,0.251136364,-0.193181818,-0.017727273,-0.408636364,1.67,71.12172727,-3.1012,-1.41699,-0.0681,-0.12933,0.5,-0.2,0.043980933,0,2.6,0.01152,-0.02386,2.643227273,2,0.192656642,-1.6,0.025,-0.039,-1350,-4800,0.22,1.2,31.6,-0.6,0.15313297,-0.819636364,0.226913978
8/1/2005,1,1.030000687,-159.3105469,-13.23999023,-32.73999023,8.370002747,3.899993896,-0.456999779,-2.049995422,14.60009766,19.4296875,-16.89001465,0.3,-3474,-0.0366735,-0.1,-55,-135,-134,0.1,0.1,0.08,-0.075434783,0.173347826,0.143173913,-0.047326087,0.06373913,0.23076087,-0.007490119,-0.058992095,-0.120177866,1.582,12.70926087,3.56063,1.3962,0.8449,0.10602,-7.4,0.1,0.063317353,0,0,0.17428,0.09978,5.989717391,1.3,2.195287081,-1.9,0.018,0.123,-8650,-14450,0.24,1.2,32.8,0.6,0.18819569,1.902304348,0.237096774
9/1/2005,0,-0.680000305,87.10058594,1.289978027,-0.400146484,-2.700004578,35.20001221,0.677000046,2.809997559,180.800293,136.8901367,14.84997559,0.2,627,0.0696703,0.1,-15,107,177,-0.1,0,-0.06,0.130434783,-0.09815735,-0.115983437,0.094968944,0.010165631,-0.023975155,0.174762846,0.091264822,0.265177866,1.996,-13.23635611,-2.09264,-1.24221,0.17262,-0.05508,-12.2,1.2,0.095046924,0.1,0,-0.12557,-0.04788,0.601449275,4.6,-2.179372294,3.3,-0.07,-0.045,67000,135750,0.12,2.7,34.1,0,-0.2725266,-0.32320911,0.123322581
10/1/2005,1,3.399999619,-128.6298828,-21.19000244,-31.38989258,-6.479999542,-3.899993896,0.092000008,2.980003357,-160.4003906,-199.8598633,-30.82995605,-0.2,-194,-0.0087738,0,29,-5,3,0.1,-0.2,0.26,0.0045,0.324809524,0.322309524,-0.045642857,0.188595238,0.298214286,0.260454545,0.002813853,-0.054329004,1.59,-57.51904762,0.12014,1.34404,-0.24977,-0.01501,-2.7,0.3,0.13700524,0,-0.3,-0.02103,-0.01514,-3.326666667,4,-2.658095238,0.6,0.024,-0.171,-30550,86900,0.16,0.3,34.3,0.3,0.23135467,2.30952381,0.156354839
11/1/2005,0,-3.259999275,365.7998047,30.67999268,112.5200195,-2.439998627,29.5,0.729999542,3.279998779,105.9003906,212.159668,68.7800293,0.5,2824,0.1063634,0,-10,17,-175,0.1,0,0.08,0.0205,0.1455,0.124,-0.0015,0.0635,0.182,0.144090909,0.141731602,0.036601732,1.652,115.7428571,-1.69605,-1.06798,-1.62325,-0.16887,7.4,-1.3,0.165425435,0.04,0,0.09535,0.09335,-3.9375,-2.5,-4.990952381,-3.9,-0.022,0.096,-34950,-102150,0.22,-1,16.4,0.3,0.10864417,-2.79,0.219645161
12/1/2005,1,0.009999275,-88.37011719,-4.070007324,-27.5,3.720001221,22.49996948,0.539999962,-1.61000061,195.5996094,108.6704102,0.659912109,-0.1,170,0.0373677,-0.1,17,-79,365,0,0,-0.07,-0.001190476,-0.012214286,-0.060119048,0.022380952,-0.084,-0.003547619,-0.024545455,0.022272727,0.033181818,1.23,43.25142857,0.64331,-0.0464,1.3684,0.17624,9.9,-0.2,0.157649805,-0.1,0,-0.01571,-0.21165,1.089404762,-0.7,0.71952381,1.1,-0.004,0.001,-850,-61850,0.16,0,26.9,-0.1,-0.05734174,-0.887619048,0.158096774
1/1/2006,1,0.880000114,147.3603516,59.9800415,100.5,0,0,0,-0.800003052,141.5,352.5996094,49.9901123,0.4,8875,-0.0180144,-0.2,-6,-50,-219,0,0.1,-0.05,-0.032809524,-0.008785714,-0.046880952,-0.023880952,-0.0485,0.365047619,-0.15525974,-0.741147186,-0.108831169,1.411,43.90435714,3.45329,1.21103,1.15761,0.11788,-0.3,-0.1,0.121438086,-0.04,-3.7,0.14408,0.09844,6.073095238,1.3,-4.763785714,2.3,0.073,-0.026,-20650,-82400,0.13,1.2,42.4,0.5,0.04649445,0.776,0.128064516
2/1/2006,1,-0.609999657,128.5498047,-2.559997559,-24.43017578,0.369998932,44.5,0.900000572,-1.519996643,31.20019531,-45.93994141,5.259887695,0.8,-2177,0.0482363,0.1,13,-11,-63,0,0.1,0.15,-0.119947368,0.272921053,0.226605263,-0.099552632,0.002710526,0.203473684,-0.002785714,-0.082261905,-0.210714286,0.966,-16.32518421,-4.96846,-2.24156,-2.5637,-0.34711,-4.5,0,0.076286426,0,0,0.00767,-0.06365,-3.853947368,-2.5,2.591722222,0.9,0.017,-0.089,-5000,-49750,0.2,0.1,24.3,0.2,0.13957106,0.435052632,0.206267281
3/1/2006,1,-0.949999809,115.9101563,34.5,58.40014648,5.219997406,20.20001221,1.759999275,1.970001221,173.1000977,172.590332,24.19006348,-0.2,698,0.0819636,-0.1,0,31,17,0,0.1,0.15,-0.013661327,0.065491991,0.143981693,0.022356979,0.1601373,0.088352403,0.064152174,-0.087717391,-0.08326087,1.077,26.58933638,1.08204,0.43283,0.11929,0.08901,2.2,0,0.026115755,0,0,-0.04666,0.03087,1.05416476,0.4,0.072995169,0.2,0.025,0.063,11000,-51750,0.1,0.3,14.3,0.1,0.1792081,-0.777139588,0.097926267
4/1/2006,0,0.199999809,257.8193359,-0.600036621,-17.2199707,5.25,70,2.030000687,-4.080001831,58.5,238.2294922,26.41003418,0.4,1692,0.0994736,0,-43,34,-199,0.1,-0.2,0.27,0.002608696,0.155034325,0.186018307,0.0502746,0.328283753,0.09375286,0.010847826,-0.365782609,-0.19123913,-0.035,38.42171625,0.63448,1.12487,0.81131,0.1038,-1.5,0.3,-0.026780173,0.07,5.9,0.11116,-0.01631,6.758466819,2.1,-2.541717391,-0.3,0.016,-0.023,1850,-54500,0.2,1,37.2,-0.2,-0.02522785,0.153455378,0.200978495
5/1/2006,1,4.850000381,-198.8300781,-43.52996826,-143.6901855,-0.589996338,-9.299987793,-1.112000465,-1.150001526,-299.300293,-282.3198242,-57.38000488,-0.1,-767,0.1032669,-0.1,75,-1,-84,-0.1,0,0.12,-0.054545455,0.07923445,0.09562201,-0.010215311,0.138732057,0.114784689,0.055673913,-0.201173913,-0.041804348,-0.173,-93.39555024,3.25328,2.24725,2.18234,0.12575,-8.3,0.7,-0.057198007,-0.07,0,-0.02019,-0.02309,1.400406699,1.5,10.2615,0.3,0.001,0.012,29150,-17250,0.15,0.6,6.8,-0.2,0.04797712,2.607177033,0.149989247
6/1/2006,1,-3.36000061,-18.08984375,3.659973145,-6.789794922,2.690002441,-29,-1.487999916,1.959999084,109.6000977,-20.04003906,2.619995117,0.1,1390,0.2504703,0,-5,-208,91,0,0,0,0.037727273,0.153636364,0.069545455,-0.056363636,-0.047272727,0.081363636,0.305098814,0.41944664,0.262213439,-0.649,-107.8681818,-0.23604,1.87244,2.37432,-0.25518,5.8,-0.7,-0.051982179,0.04,0,-0.02552,-0.18639,0.106818182,0.3,8.154545455,-3.2,-0.026,-0.003,-27250,24750,0.05,0.5,38,0,0.04443971,2.464090909,0.050677419
7/1/2006,1,1.869999886,35.45996094,-24.10998535,-80.62011719,0.419998169,20.70001221,0.414999962,0.020004272,94.89990234,73.05029297,11.9699707,1,1020,0.059569,0.1,-16,25,136,-0.1,0.2,-0.02,0.001318182,-0.003318182,-0.027272727,-0.0225,-0.019590909,0.158772727,0.071298701,0.438917749,0.0895671,-0.439,-51.20613636,1.23543,-1.10088,-1.1624,0.05892,-0.2,-0.1,-0.029283878,0.06,-0.2,0.02411,0.18131,3.460143541,0.7,-4.279545455,-1.5,0.054,-0.09,13300,40900,0.25,1.1,41.4,-0.6,0.04553967,-1.592636364,0.24416129
8/1/2006,1,-2.63999939,195.4707031,19.97003174,92.2800293,-4.13999939,-8.299987793,1.574999809,2.849998474,-22.19970703,146.4394531,46.42004395,-0.6,1120,0.1311156,0,40,65,89,0,-0.1,-0.21,0.03723913,-0.215021739,-0.217826087,0.044021739,-0.138413043,0.013934783,-0.172049689,-0.082712215,0.047784679,-0.474,31.56336957,-0.68736,-2.21641,-1.53385,0.16217,-2.7,0.6,0.012564579,0.04,0,-0.00295,-0.07555,-1.368009153,1.1,1.829565217,-2.5,0.049,0.066,-4550,16850,0.01,0.9,30.8,0.2,-0.19806343,-1.97426087,0.011290323
9/1/2006,1,-0.330000877,297.9199219,5.059997559,74.67993164,-7.350002289,-27.30004883,-1.449999809,0.669998169,54.69970703,81.09082031,51.46984863,0,-2088,-0.0131024,-0.2,-64,-76,-285,0,0,-0.16,-0.00073913,-0.134478261,-0.154673913,-0.016521739,-0.144086957,-0.160434783,-0.149703557,-0.15256917,0.010375494,0.204,104.1681304,-4.12411,-2.06464,-1.80167,0.00997,3.4,-0.7,0.060014239,0,0,-0.01474,-0.12474,-9.245043478,-2.5,-4.022565217,0.4,0.024,-0.011,1950,-20050,0,-1,27.1,-0.1,-0.09222891,-1.16723913,0.008215054
10/1/2006,1,-0.879999161,401.6601563,41.25,108.2800293,0,0,0,-1.239997864,168.4003906,305.3300781,66.76000977,0.6,-558,0.0791126,-0.1,64,-138,202,-0.1,0,0.01,-0.015761905,0.026714286,0.019166667,-0.009047619,0.002761905,0.116190476,-0.155,-0.301363636,-0.176363636,0.4,108.2355455,0.83499,0.41715,-0.55689,-0.20105,8.2,0,0.088699001,-0.14,7.8,0.03512,0.06353,-4.904818182,-3.2,-3.587,-3.1,0.002,0.004,-700,50,0,-0.9,49.1,0,0.00600488,-0.878136364,-0.009505376
11/1/2006,1,-0.190000534,141.1992188,19.27996826,65.06005859,0.220001221,48.30004883,2.475000381,-1.11000061,-80.30029297,194.0195313,40.23999023,-0.7,665,-0.1428632,0.1,-56,83,-50,0,0.1,-0.13,-0.086666667,-0.055238095,-0.104285714,-0.045238095,-0.169047619,0.027142857,-0.235454545,-0.440454545,-0.112272727,0.411,78.52545455,-2.5076,-1.67313,-1.41639,0.11874,-1.5,-0.1,0.104743342,0,0,0.03181,-0.04224,0.189318182,2.4,-2.19952381,0.7,0.145,0,10750,29750,0,0.1,35.1,0.3,-0.01217667,-0.488744589,0.000505376
12/1/2006,1,0.650000572,241.2207031,1.539978027,-16.47998047,-2.080001831,-11.70001221,-1.107000351,3.36000061,171.8999023,170.0195313,30.23999023,-0.1,3506,-0.0241031,-0.1,3,31,-428,0,0.1,-0.04,0.045428571,-0.06697619,-0.049380952,0.022285714,-0.003214286,-0.100333333,-0.169220779,-0.46004329,-0.143333333,0.53,23.208,3.43767,2.4275,2.74371,0.11351,-0.4,-0.1,0.111699255,0.04,0,-0.09921,0.06901,2.8765,1,-1.53397619,0.9,0.072,0.053,-2250,5200,-0.01,1.1,43.2,-0.1,-0.07774762,0.146880952,-0.007602151
1/1/2007,0,-1.140000343,158.5400391,12.68005371,48.63989258,-2.909999847,16.79998779,0.696000099,1.699996948,-17.69970703,115.7109375,33.06005859,0.7,332,0.0215759,0.2,-27,7,116,0.1,0.3,0.2,-0.070666667,0.202690476,0.219857143,-0.115619048,0.169404762,0.132238095,-0.041688312,-0.322229437,-0.234393939,0.378,21.279,-1.08638,-0.03838,-0.35989,-0.15068,5.2,0.1,0.107771929,0.1,9.3,0.03555,0.16476,-7.452809524,-1.6,-1.043772727,1.8,0.082,-0.074,-6750,43050,0.01,0.337,38,-0.2,0.02593801,0.078,0.010322581
2/1/2007,1,5,-353.0605469,-7.040039063,-47.7800293,3.650001526,17.40002441,0.586000443,-2.009994507,-31.60009766,-130.1904297,-43.40991211,0.7,772,0.0158238,-0.1,-12,29,200,0,-0.2,-0.04,-0.030175439,-0.027243108,-0.042330827,0.021829574,-0.030325815,0.057919799,-0.175454545,-0.424818182,-0.141772727,0.081,26.67721053,0.76288,-0.29269,0.44662,0.02851,-5.6,0,0.104567935,0,0,-0.027,-0.0953,4.772756892,2.8,6.133772727,0.6,0.1,0.119,5500,45000,0.01,0.789,15.7,0.4,0.13907512,0.112763158,0.010541475
3/1/2007,1,-0.779999733,85.71972656,7.41003418,5.489990234,4.080001831,-6.400024414,-0.710000038,-0.910003662,136.5,137.2802734,24.34008789,0,2626,-0.0525566,-0.1,77,-36,-141,0,0,-0.16,0.150023923,-0.275311005,-0.229617225,0.074880383,-0.099760766,-0.083157895,0.058695652,0.130173913,0.2395,-0.448,-78.37330144,10.77573,2.96852,3.88061,0.38951,-2.9,0,0.107623238,-0.04,0,0.06947,0.08598,1.162870813,2.5,-4.141954545,0.6,0.049,-0.012,-13350,-50250,0,1.062,33.8,0.2,-0.26216451,4.007464115,-0.002154378
4/1/2007,1,-0.420000076,708.5605469,13.85998535,103.4501953,0,0,0,1.540000916,141.2001953,365.9101563,97.45996094,-0.5,-1019,-0.1422986,0.1,-98,29,229,0,-0.2,0.13,-0.003658009,0.092554113,0.112424242,0.034242424,0.144372294,-0.073333333,-0.016195652,-0.081673913,-0.123,-1.14,98.07709091,-7.26927,-2.54511,-4.5569,-0.05766,-1.3,0.3,0.101898028,-0.03,-16.7,-0.13478,-0.17314,3.535181818,2.1,3.885930736,0,0.054,-0.038,10850,-23000,-0.01,0.616,72.2,0,0.05250045,-2.229727273,-0.007107527
5/1/2007,0,-1.170000076,564.7294922,32.60998535,79.42993164,-1.86000061,-2,0.019000053,2.38999939,172.2998047,350.9091797,80.16992188,0.4,4642,-0.1833788,-0.1,87,60,174,0,0,0.06,-0.0604329,0.10017316,0.073939394,-0.045151515,0.03517316,-0.138939394,-0.095681818,-0.214136364,-0.165636364,-1.41,62.57290909,-2.34353,-1.07863,0.14573,-0.31247,1.2,0,0.077254361,0,0,0.06132,0.00354,-0.522454545,1.9,8.08952381,-0.2,-0.061,0.053,-16000,-48250,0,0.851,14.1,-0.2,-0.04564265,0.364727273,0.00388172
6/1/2007,0,3.179999352,-219.0195313,-13.47998047,-1.290039063,6.669998169,-12.90002441,-1.05600071,1.410003662,-13.60009766,-105.6201172,-39.5,0.4,-3126,-0.1527449,0.2,-38,62,-111,0,-0.1,0.35,-0.044805195,0.214112554,0.358917749,-0.036277056,0.301969697,-0.125822511,0.361818182,0.311818182,0.041363636,-1.346,33.25528139,2.51368,2.5218,1.13929,0.14596,-3,0.1,0.039913072,0.03,0,-0.07663,0.09008,4.034502165,0.5,0.554761905,0.6,0.056,0.026,10950,34250,0,0.479,33.2,-0.1,0.21446553,1.649891775,0.000451613
7/1/2007,1,7.290000916,-196.6298828,-57.58001709,-56.95996094,0,0,0,-4.740005493,-247.7998047,-318.5195313,-72.5,0.1,1266,-0.095938,0.1,78,114,-120,0.1,0,-0.1,0.053809524,-0.161428571,-0.141428571,0.036666667,-0.095238095,0.219047619,0.622272727,0.879545455,0.735909091,-1.143,59.68,6.2931,0.23309,-0.56618,-0.31605,5.1,0,-0.012075335,0.04,-1.8,-0.02655,-0.06193,6.628571429,1.3,-3.252380952,0.7,0.026,0.033,-1950,60250,0.01,0.369,30.4,-0.1,0.12726369,2.325714286,0.004387097
8/1/2007,1,-0.140001297,145.75,16.73999023,50.09008789,3.36000061,24.90002441,-0.289999962,-2.650001526,-56.80029297,42.48046875,33.95996094,0.9,1827,-0.0661009,-0.1,-80,19,90,0,0,-0.33,0.329296066,-0.506004141,-0.452587992,0.384037267,-0.175921325,-0.643995859,0.577786561,1.133142292,0.961363636,-0.995,-115.5774948,15.09332,6.51378,13.2194,0.834,-7,-0.2,-0.066887393,0.03,0,0.00632,-0.14744,-1.761532091,-2.7,-0.454989648,-1.2,0.03,0.029,6750,10750,-0.24,0.064,76.1,-0.4,-0.23969265,7.752753623,-0.236129032
9/1/2007,1,-5.379999161,537.8896484,12.59002686,105.1398926,7.620002747,69.79998779,1.730999947,-0.949996948,163.5,442.2998047,86.01000977,0,1273,0.0153421,0.1,-12,18,-77,0.1,-0.1,-0.15,0.093135011,-0.301464531,-0.233226545,0.103180778,-0.139016018,-0.322745995,-0.122505176,-0.12610766,0.114285714,-0.558,94.97130435,-14.98134,-3.58389,-6.78939,-0.43686,0,-0.1,-0.096700674,0.07,0,-0.08558,0.10684,7.558649886,1.1,-7.205724638,-0.9,0.022,-0.023,-6600,-15800,-0.08,0.88,18.1,0.1,-0.18765819,-2.827139588,-0.084258065
10/1/2007,0,0.530000687,34.37988281,22.57000732,157.6201172,12.86999512,49.20001221,0.583000183,0.569999695,254.800293,272.3300781,37.94995117,-0.7,2088,0.0194425,0,22,-23,-398,0.1,-0.1,0.01,-0.118708134,-0.043851675,-0.00076555,-0.082607656,-0.019521531,0.008516746,-0.279668737,-0.39389234,-0.263416149,-0.934,145.9456522,-2.57609,-3.90879,-3.17704,-0.20758,-2.5,0,-0.107872676,0.03,19.2,-0.06912,0.04403,5.88395881,1.2,-6.456884058,-1.2,-0.016,-0.112,14850,24550,-0.18,0.643,14,-0.1,0.04289164,-3.083295195,-0.182516129
11/1/2007,0,4.340000153,-558.2900391,-60.25,-198.1601563,-5.819999695,-9.799987793,-0.413999557,-3.629997253,-289.1000977,-454.7607422,-101.329834,0.9,3603,0.1530449,0,-52,20,296,0,0.2,-0.38,0.294681818,-0.631227273,-0.531181818,0.153818182,-0.253636364,-0.648227273,0.67256917,0.882766798,1.150039526,-1.477,-117.6132712,0.7202,-0.29569,-0.29379,0.04305,-4.8,0.3,-0.114106879,0.03,0,-0.09384,-0.02846,8.9736853,4.3,-6.745782609,-1.3,-0.013,0.029,7750,55000,-0.27,1.644,24.6,-0.3,-0.1628671,6.466728778,-0.268817204
